velocity,amplitude
78.91794,-0.053003
78.86986,-0.219514
78.82178,-0.297132
78.7737,-0.213338
78.72563,-0.114405
78.67755,-0.151085
78.62947,-0.165745
78.58139,-0.055597
78.53331,0.034141
78.48524,0.022179
78.43716,0.011143
78.38908,-0.162837
78.341,-0.264528
78.29292,0.007795
78.24485,0.376128
78.19677,0.40135
78.14869,0.183527
78.10061,0.076003
78.05253,-0.058522
78.00446,-0.148929
77.95638,0.0053
77.9083,0.21228
77.86022,0.224883
77.81214,0.126371
77.76407,0.221367
77.71599,0.29373
77.66791,0.20479
77.61983,0.166923
77.57175,-0.042566
77.52368,-0.196986
77.4756,-0.128928
77.42752,-0.168242
77.37944,-0.214422
77.33137,-0.165531
77.28329,-0.126262
77.23521,-0.057328
77.18713,0.015464
77.13905,-0.068003
77.09098,-0.237538
77.0429,-0.389198
76.99482,-0.396517
76.94674,-0.14903
76.89866,0.067971
76.85058,-0.010089
76.80251,-0.176984
76.75443,-0.131937
76.70635,0.029588
76.65827,-0.029519
76.6102,-0.106012
76.56212,0.05276
76.51404,-0.004883
76.46596,-0.251725
76.41788,-0.19843
76.3698,-0.145278
76.32173,-0.162686
76.27365,0.000382
76.22557,0.042826
76.17749,-0.005393
76.12941,-0.008859
76.08134,0.067143
76.03326,0.243994
75.98518,0.26641
75.9371,0.058315
75.88903,0.014013
75.84095,0.119452
75.79287,-0.04127
75.74479,-0.168688
75.69671,-0.126763
75.64863,-0.113611
75.60056,-0.126673
75.55248,-0.153621
75.5044,-0.032554
75.45632,0.001294
75.40824,-0.140787
75.36017,-0.135014
75.31209,-0.120036
75.26401,-0.094164
75.21593,0.123825
75.16786,0.327721
75.11978,0.337052
75.0717,0.225093
75.02362,0.091789
74.97554,0.073418
74.92746,0.158312
74.87939,0.123691
74.83131,0.050938
74.78323,0.038422
74.73515,-0.133388
74.68707,-0.161028
74.639,-0.047543
74.59092,-0.23868
74.54284,-0.320646
74.49476,-0.108849
74.44669,0.123219
74.39861,0.125212
74.35053,-0.030557
74.30245,-0.020213
74.25437,-0.086193
74.2063,-0.095787
74.15822,0.144442
74.11014,0.265023
74.06206,0.21513
74.01398,0.061802
73.96591,-0.092317
73.91783,-0.119934
73.86975,-0.131306
73.82167,-0.189261
73.77359,-0.103891
73.72552,0.035294
73.67744,0.068095
73.62936,0.092113
73.58128,0.055786
73.5332,-0.025046
73.48513,0.048881
73.43705,0.175236
73.38897,0.089295
73.34089,0.022721
73.29281,0.202079
73.24474,0.331714
73.19666,0.147044
73.14858,-0.05926
73.1005,-0.062811
73.05242,-0.052984
73.00435,-0.005348
72.95627,0.022354
72.90819,-0.049994
72.86011,0.036714
72.81203,0.117757
72.76396,-0.100353
72.71588,-0.198909
72.6678,-0.03822
72.61972,0.072789
72.57164,0.136784
72.52357,0.122334
72.47549,0.004769
72.42741,-0.052605
72.37933,-0.111073
72.33125,-0.213206
72.28318,-0.147232
72.2351,-0.064249
72.18702,-0.010748
72.13894,0.179729
72.09086,0.221605
72.04279,0.016144
71.99471,-0.076659
71.94663,0.001741
71.89855,-0.008078
71.85047,0.051219
71.8024,0.117308
71.75432,-0.030298
71.70624,-0.022989
71.65816,0.134412
71.61008,0.174021
71.56201,0.091351
71.51393,-0.107029
71.46585,-0.205735
71.41777,-0.033513
71.36969,-0.050579
71.32162,-0.245003
71.27354,-0.001948
71.22546,0.267121
71.17738,0.074494
71.12931,-0.059898
71.08123,0.008777
71.03315,-0.073523
70.98507,-0.065561
70.93699,0.017337
70.88891,-0.067055
70.84084,-0.066147
70.79276,-0.054166
70.74468,-0.093081
70.6966,-0.004516
70.64853,0.046509
70.60045,-0.022837
70.55237,-0.052476
70.50429,-0.197594
70.45621,-0.268747
70.40814,0.031082
70.36006,0.013101
70.31198,-0.270372
70.2639,-0.143704
70.21582,0.00551
70.16774,-0.167177
70.11967,-0.343991
70.07159,-0.224963
70.02351,0.018708
69.97543,0.013676
69.92736,-0.078216
69.87928,-0.096051
69.8312,-0.067795
69.78312,0.097356
69.73504,0.14424
69.68697,0.041483
69.63889,0.094848
69.59081,0.23872
69.54273,0.150628
69.49465,-0.026163
69.44657,-0.037434
69.3985,-0.13364
69.35042,-0.131479
69.30234,0.015135
69.25426,0.048595
69.20619,0.135969
69.15811,0.051613
69.11003,-0.073599
69.06195,0.037847
69.01387,-0.095908
68.96579,-0.200273
68.91772,0.08472
68.86964,0.225151
68.82156,0.106092
68.77348,0.088546
68.7254,0.141394
68.67733,0.149724
68.62925,0.237153
68.58117,0.081354
68.53309,-0.22095
68.48502,-0.164858
68.43694,-0.016418
68.38886,0.025389
68.34078,-0.002553
68.2927,-0.008964
68.24462,0.136504
68.19655,0.182695
68.14847,0.073016
68.10039,0.087806
68.05231,0.24766
68.00424,0.212158
67.95616,-0.009758
67.90808,-0.076704
67.86,-0.023915
67.81192,-0.085143
67.76385,-0.109347
67.71577,0.011192
67.66769,-0.021632
67.61961,-0.075384
67.57153,-0.000972
67.52346,-0.083214
67.47538,-0.254037
67.4273,-0.212728
67.37922,-0.235117
67.33114,-0.390063
67.28307,-0.211932
67.23499,-0.001182
67.18691,-0.046986
67.13883,0.011526
67.09075,0.0441
67.04268,-0.107854
66.9946,-0.154159
66.94652,-0.01764
66.89844,0.097683
66.85036,-0.006577
66.80229,-0.16915
66.75421,-0.017348
66.70613,0.19613
66.65805,0.200614
66.60997,0.054031
66.5619,-0.139325
66.51382,-0.058513
66.46574,0.003517
66.41766,-0.100992
66.36958,0.040966
66.32151,0.240486
66.27343,0.131745
66.22535,-0.043734
66.17727,-0.070584
66.12919,-0.034709
66.08112,-0.07333
66.03304,-0.135193
65.98496,-0.058526
65.93688,-0.130775
65.8888,-0.318883
65.84073,-0.384947
65.79265,-0.316022
65.74457,-0.063931
65.69649,0.086831
65.64841,0.090534
65.60034,0.129736
65.55226,0.048299
65.50418,-0.048468
65.4561,-0.032659
65.40802,-0.070872
65.35995,-0.036701
65.31187,0.103659
65.26379,0.1021
65.21571,-0.058942
65.16763,-0.239628
65.11956,-0.197961
65.07148,-0.001412
65.0234,0.070075
64.97532,0.057172
64.92724,0.01786
64.87917,-0.053958
64.83109,-0.1227
64.78301,-0.173975
64.73493,-0.113491
64.68685,0.047342
64.63878,0.173406
64.5907,0.212399
64.54262,0.130872
64.49454,0.139673
64.44647,0.235427
64.39839,0.159838
64.35031,0.067515
64.30223,0.015396
64.25415,-0.059181
64.20607,0.050678
64.158,0.220386
64.10992,0.048803
64.06184,-0.294377
64.01376,-0.235663
63.96569,0.114816
63.91761,0.24297
63.86953,0.130405
63.82145,-0.010767
63.77337,-0.011924
63.7253,0.051861
63.67722,-0.00591
63.62914,-0.102906
63.58106,-0.031321
63.53298,0.147954
63.4849,0.088867
63.43683,-0.062721
63.38875,-0.037991
63.34067,0.011923
63.29259,0.049511
63.24451,0.071302
63.19644,0.068779
63.14836,-0.035448
63.10028,-0.223023
63.0522,-0.147861
63.00413,0.153928
62.95605,0.136971
62.90797,-0.163593
62.85989,-0.189618
62.81181,0.002755
62.76373,0.083434
62.71566,0.015683
62.66758,0.066205
62.6195,0.416552
62.57142,0.414135
62.52334,0.001905
62.47527,-0.050961
62.42719,0.126834
62.37911,0.14561
62.33103,0.039107
62.28296,0.075125
62.23488,0.233731
62.1868,0.189036
62.13872,0.105301
62.09064,0.207239
62.04257,0.229188
61.99449,-0.003361
61.94641,0.077561
61.89833,0.343701
61.85025,0.025195
61.80218,-0.300318
61.7541,-0.12003
61.70602,0.069651
61.65794,0.097834
61.60986,0.134137
61.56179,0.138549
61.51371,0.114693
61.46563,0.05537
61.41755,-0.064958
61.36947,-0.10854
61.3214,-0.112574
61.27332,-0.029115
61.22524,0.084471
61.17716,-0.013369
61.12908,-0.00379
61.08101,0.123859
61.03293,-0.026123
60.98485,-0.113126
60.93677,0.046337
60.88869,0.095124
60.84062,0.108246
60.79254,0.203635
60.74446,0.157951
60.69638,0.093396
60.6483,0.11974
60.60023,0.107409
60.55215,0.048162
60.50407,-0.0409
60.45599,0.121629
60.40791,0.348959
60.35984,0.199859
60.31176,0.04416
60.26368,0.02514
60.2156,-0.17284
60.16752,-0.292988
60.11945,-0.122943
60.07137,0.039749
60.02329,0.063973
59.97521,0.020577
59.92713,-0.05315
59.87906,-0.07511
59.83098,0.062368
59.7829,0.248119
59.73482,0.290843
59.68674,0.123708
59.63867,-0.007648
59.59059,-0.052949
59.54251,-0.145475
59.49443,-0.123634
59.44635,-0.008553
59.39828,0.103256
59.3502,0.175368
59.30212,0.188501
59.25404,0.17494
59.20596,0.136238
59.15789,-0.061423
59.10981,-0.358633
59.06173,-0.406329
59.01365,-0.135385
58.96557,0.172852
58.9175,0.231306
58.86942,0.038983
58.82134,-0.013121
58.77326,0.077902
58.72518,-0.039996
58.67711,-0.158835
58.62903,-0.130411
58.58095,-0.066895
58.53287,0.107319
58.48479,0.209656
58.43672,0.047568
58.38864,-0.046652
58.34056,-0.074174
58.29248,-0.111935
58.24441,0.075523
58.19633,0.288447
58.14825,0.242616
58.10017,-0.004358
58.05209,-0.066358
58.00402,-0.000609
57.95594,-0.044836
57.90786,0.039071
57.85978,0.16709
57.8117,0.075745
57.76362,-0.034322
57.71555,-0.029807
57.66747,0.005637
57.61939,0.034956
57.57131,0.018686
57.52323,0.118282
57.47516,0.184753
57.42708,0.047398
57.379,-0.177508
57.33092,-0.222081
57.28285,-0.035265
57.23477,0.015241
57.18669,0.125121
57.13861,0.202006
57.09053,-0.046878
57.04245,-0.170704
56.99438,-0.152918
56.9463,-0.153351
56.89822,-0.098715
56.85014,-0.085757
56.80206,-0.061011
56.75399,0.075661
56.70591,0.323372
56.65783,0.368559
56.60975,0.201216
56.56168,0.167235
56.5136,0.09816
56.46552,-0.186655
56.41744,-0.27843
56.36936,-0.048128
56.32129,-0.022559
56.27321,-0.023992
56.22513,0.021605
56.17705,-0.294625
56.12897,-0.38536
56.08089,-0.083173
56.03282,-0.131702
55.98474,-0.186885
55.93666,0.089266
55.88858,0.190277
55.84051,0.089132
55.79243,-0.021587
55.74435,-0.121117
55.69627,-0.144129
55.64819,0.078097
55.60012,0.302044
55.55204,0.071135
55.50396,-0.232475
55.45588,-0.120274
55.4078,-0.020999
55.35973,-0.115416
55.31165,-0.13166
55.26357,-0.125863
55.21549,-0.009825
55.16741,0.074211
55.11934,0.063569
55.07126,0.220732
55.02318,0.227784
54.9751,0.058339
54.92702,0.00928
54.87895,0.066222
54.83087,0.113607
54.78279,0.203281
54.73471,0.347736
54.68663,0.256362
54.63856,0.122086
54.59048,0.097526
54.5424,-0.068686
54.49432,-0.080425
54.44624,0.170515
54.39817,0.217953
54.35009,0.076207
54.30201,-0.033965
54.25393,0.002265
54.20585,0.06086
54.15778,-0.115585
54.1097,-0.292677
54.06162,-0.209596
54.01354,-0.014323
53.96546,0.047356
53.91739,-0.058319
53.86931,-0.06042
53.82123,0.082464
53.77315,0.09339
53.72507,-0.058502
53.677,-0.1133
53.62892,0.06718
53.58084,0.194971
53.53276,0.227506
53.48468,0.34038
53.43661,0.331455
53.38853,0.151527
53.34045,0.108045
53.29237,0.155548
53.24429,0.113539
53.19622,0.110021
53.14814,0.144703
53.10006,0.155224
53.05198,0.243503
53.0039,0.224237
52.95583,0.025147
52.90775,0.076857
52.85967,0.308723
52.81159,0.241456
52.76351,0.051816
52.71544,0.026473
52.66736,0.022838
52.61928,0.036602
52.5712,-0.013422
52.52312,-0.253341
52.47505,-0.339178
52.42697,-0.08628
52.37889,0.222227
52.33081,0.252848
52.28274,-0.009689
52.23466,-0.248115
52.18658,-0.184838
52.1385,0.067258
52.09042,0.191966
52.04234,0.21963
51.99427,0.042115
51.94619,-0.012532
51.89811,0.37544
51.85003,0.520569
51.80195,0.3402
51.75388,0.166797
51.7058,-0.000538
51.65772,-0.170252
51.60964,-0.384543
51.56157,-0.287075
51.51349,0.089239
51.46541,0.208564
51.41733,0.274091
51.36925,0.414035
51.32117,0.260506
51.2731,0.139123
51.22502,0.298517
51.17694,0.253443
51.12886,0.039045
51.08078,-0.090343
51.03271,-0.238383
50.98463,-0.16428
50.93655,0.115573
50.88847,0.056779
50.8404,-0.084403
50.79232,-0.019258
50.74424,0.044826
50.69616,0.092207
50.64808,0.068059
50.60001,0.063734
50.55193,0.116428
50.50385,0.112963
50.45577,-0.011347
50.40769,-0.122381
50.35961,-0.028243
50.31154,0.017312
50.26346,-0.000898
50.21538,0.016461
50.1673,-0.160552
50.11923,-0.38585
50.07115,-0.487064
50.02307,-0.345417
49.97499,-0.082788
49.92691,-0.14151
49.87884,-0.188372
49.83076,-0.149103
49.78268,-0.208721
49.7346,-0.134496
49.68652,-0.090652
49.63844,-0.145965
49.59037,-0.239532
49.54229,-0.271458
49.49421,-0.143205
49.44613,-0.026757
49.39805,0.124456
49.34998,0.260487
49.3019,0.103754
49.25382,-0.157857
49.20574,-0.15329
49.15767,0.088407
49.10959,0.122595
49.06151,-0.03523
49.01343,-0.045457
48.96535,-0.006113
48.91728,-0.053144
48.8692,-0.138878
48.82112,-0.138204
48.77304,-0.126065
48.72496,-0.112886
48.67689,-0.045537
48.62881,-0.073798
48.58073,-0.018952
48.53265,0.205235
48.48457,0.106789
48.4365,-0.169635
48.38842,-0.169269
48.34034,-0.090782
48.29226,-0.027395
48.24418,0.015268
48.19611,0.0703
48.14803,0.139722
48.09995,0.11795
48.05187,0.109441
48.00379,0.067318
47.95572,-0.055373
47.90764,-0.040581
47.85956,0.038436
47.81148,-0.074625
47.7634,-0.101642
47.71533,0.065718
47.66725,0.05245
47.61917,-0.079183
47.57109,-0.027129
47.52301,0.089893
47.47494,0.14438
47.42686,0.169652
47.37878,0.021879
47.3307,-0.059433
47.28262,0.035938
47.23455,0.175988
47.18647,0.231507
47.13839,0.137931
47.09031,0.131127
47.04223,0.103617
46.99416,-0.047885
46.94608,-0.230154
46.898,-0.217954
46.84992,-0.048372
46.80184,0.078959
46.75377,0.149131
46.70569,0.116324
46.65761,0.122889
46.60953,0.066473
46.56145,-0.073172
46.51338,0.117788
46.4653,0.392772
46.41722,0.3132
46.36914,0.096871
46.32106,-0.061462
46.27299,-0.000857
46.22491,0.051031
46.17683,-0.21008
46.12875,-0.17997
46.08067,0.022799
46.0326,0.020271
45.98452,0.130141
45.93644,0.207776
45.88836,0.234394
45.84029,0.238609
45.79221,0.007159
45.74413,-0.21583
45.69605,-0.115043
45.64797,-0.019026
45.59989,-0.037276
45.55182,0.023718
45.50374,0.023695
45.45566,-0.120228
45.40758,-0.219439
45.3595,0.015556
45.31143,0.256686
45.26335,0.209659
45.21527,0.219745
45.16719,0.189911
45.11912,-0.017471
45.07104,-0.133638
45.02296,-0.01049
44.97488,0.224558
44.9268,0.250666
44.87873,0.358793
44.83065,0.374029
44.78257,-0.084061
44.73449,-0.358031
44.68641,-0.249044
44.63833,-0.056276
44.59026,0.019816
44.54218,0.047973
44.4941,0.149471
44.44602,0.181125
44.39794,0.091712
44.34987,0.111922
44.30179,0.050945
44.25371,-0.254235
44.20563,-0.385489
44.15756,-0.399948
44.10948,-0.265937
44.0614,-0.088031
44.01332,-0.11206
43.96524,-0.084888
43.91716,-0.013046
43.86909,0.067845
43.82101,0.225265
43.77293,0.265749
43.72485,0.097226
43.67677,0.009915
43.6287,0.087287
43.58062,0.1557
43.53254,0.1408
43.48446,0.038426
43.43639,-0.069164
43.38831,-0.044762
43.34023,0.090106
43.29215,0.040231
43.24407,-0.102345
43.196,-0.106354
43.14792,-0.094596
43.09984,-0.019161
43.05176,0.170422
43.00368,0.25826
42.95561,0.168961
42.90753,0.080212
42.85945,0.063884
42.81137,0.03881
42.76329,-0.044106
42.71522,-0.132956
42.66714,0.045943
42.61906,0.353089
42.57098,0.236669
42.5229,-0.034454
42.47483,0.034655
42.42675,0.088543
42.37867,-0.246778
42.33059,-0.463616
42.28251,-0.223817
42.23444,0.057455
42.18636,0.218738
42.13828,0.236817
42.0902,0.139411
42.04212,0.127844
41.99405,0.142752
41.94597,0.086568
41.89789,-0.069293
41.84981,-0.15629
41.80173,-0.134564
41.75366,-0.134512
41.70558,-0.062252
41.6575,0.04246
41.60942,0.118348
41.56134,0.160133
41.51327,0.196706
41.46519,0.153677
41.41711,-0.008029
41.36903,-0.061315
41.32095,-0.008649
41.27288,0.071685
41.2248,0.069046
41.17672,-0.097233
41.12864,-0.263545
41.08056,-0.299109
41.03249,-0.247026
40.98441,-0.326928
40.93633,-0.332796
40.88825,-0.082826
40.84017,0.105842
40.7921,0.197686
40.74402,0.279685
40.69594,0.23712
40.64786,0.124885
40.59978,0.049579
40.55171,-0.019758
40.50363,-0.073034
40.45555,-0.07105
40.40747,0.085386
40.35939,0.196379
40.31132,0.019153
40.26324,-0.143358
40.21516,-0.071424
40.16708,0.045558
40.119,0.074929
40.07093,0.119545
40.02285,-8.20E-05
39.97477,-0.254726
39.92669,-0.309346
39.87862,-0.209225
39.83054,-0.053116
39.78246,-0.04475
39.73438,-0.125933
39.6863,-0.026122
39.63822,0.016575
39.59015,-0.035376
39.54207,0.055432
39.49399,0.116031
39.44591,-0.026956
39.39784,-0.098302
39.34976,-0.011355
39.30168,-0.014169
39.2536,0.03338
39.20552,0.063055
39.15745,-0.122764
39.10937,-0.281301
39.06129,-0.214757
39.01321,-0.200091
38.96513,-0.293168
38.91705,-0.226425
38.86898,-0.078355
38.8209,0.083198
38.77282,0.045159
38.72474,-0.065402
38.67666,0.053076
38.62859,0.148324
38.58051,0.032216
38.53243,-0.05353
38.48435,0.128567
38.43628,0.2156
38.3882,0.050184
38.34012,-0.016387
38.29204,-0.066028
38.24396,-0.121548
38.19588,-0.043952
38.14781,-0.006767
38.09973,-0.020303
38.05165,-0.162942
38.00357,-0.343989
37.95549,-0.216775
37.90742,-0.029443
37.85934,0.061488
37.81126,0.086357
37.76318,-0.059432
37.71511,-0.038266
37.66703,-0.00443
37.61895,-0.196677
37.57087,-0.174145
37.52279,0.053744
37.47472,0.135804
37.42664,0.114176
37.37856,0.139795
37.33048,0.032233
37.2824,-0.07844
37.23432,0.042169
37.18625,0.050831
37.13817,-0.050748
37.09009,-0.061748
37.04201,-0.096633
36.99394,-0.08976
36.94586,-0.034369
36.89778,0.00741
36.8497,-0.034901
36.80162,-0.136367
36.75355,-0.09761
36.70547,-0.00125
36.65739,-0.106951
36.60931,-0.106732
36.56123,0.141306
36.51316,0.047918
36.46508,-0.28539
36.417,-0.262379
36.36892,0.074689
36.32084,0.190798
36.27277,0.005946
36.22469,-0.169892
36.17661,-0.201386
36.12853,0.00248
36.08045,0.224604
36.03238,0.209634
35.9843,0.056521
35.93622,-0.039864
35.88814,0.016393
35.84006,-0.104081
35.79199,-0.316356
35.74391,-0.111195
35.69583,0.049576
35.64775,-0.162581
35.59967,-0.255876
35.5516,-0.064032
35.50352,0.04765
35.45544,-0.0958
35.40736,-0.137616
35.35928,-0.073688
35.31121,-0.049972
35.26313,0.022192
35.21505,-0.013263
35.16697,-0.115318
35.11889,-0.014486
35.07082,0.051045
35.02274,-0.075409
34.97466,-0.006677
34.92658,0.051572
34.8785,-0.005707
34.83043,0.141031
34.78235,0.192039
34.73427,-0.080477
34.68619,-0.302772
34.63811,-0.291178
34.59004,-0.21825
34.54196,-0.159746
34.49388,-0.094816
34.4458,-0.111272
34.39772,-0.086927
34.34965,0.002223
34.30157,-0.051482
34.25349,-0.040639
34.20541,-0.008935
34.15733,-0.012872
34.10926,0.035109
34.06118,-0.121017
34.0131,-0.231241
33.96502,-0.060612
33.91694,0.00877
33.86887,-0.02183
33.82079,-0.051219
33.77271,-0.098702
33.72463,-0.059177
33.67656,-0.078245
33.62848,-0.09801
33.5804,0.071691
33.53232,0.171906
33.48424,0.086188
33.43617,0.13025
33.38809,0.175956
33.34001,0.028118
33.29193,0.009569
33.24385,0.017935
33.19577,-0.073961
33.1477,-0.095449
33.09962,0.036714
33.05154,0.181919
33.00346,0.25831
32.95538,0.28104
32.90731,0.103173
32.85923,-0.036135
32.81115,0.074682
32.76307,0.182788
32.715,0.111891
32.66692,0.020279
32.61884,0.059251
32.57076,0.229481
32.52268,0.228988
32.4746,0.146929
32.42653,0.153449
32.37845,0.007425
32.33037,-0.186745
32.28229,-0.134767
32.23421,0.046996
32.18614,-0.063476
32.13806,-0.319035
32.08998,-0.345078
32.0419,-0.176916
31.99383,-0.002459
31.94575,0.101154
31.89767,-0.015488
31.84959,-0.192793
31.80151,-0.200639
31.75343,-0.243371
31.70536,-0.332285
31.65728,-0.29223
31.6092,-0.258454
31.56112,-0.211717
31.51305,-0.043463
31.46497,-0.154646
31.41689,-0.257849
31.36881,0.037783
31.32073,0.20117
31.27266,0.233482
31.22458,0.2178
31.1765,0.058946
31.12842,0.013723
31.08034,0.031325
31.03226,-0.02806
30.98419,0.011809
30.93611,0.128204
30.88803,0.08959
30.83995,0.004054
30.79188,-0.053508
30.7438,-0.015719
30.69572,-0.134812
30.64764,-0.317571
30.59956,-0.192346
30.55149,-0.130722
30.50341,-0.152129
30.45533,-0.053392
30.40725,0.11637
30.35917,0.127157
30.3111,-0.115239
30.26302,-0.251056
30.21494,-0.215783
30.16686,-0.095074
30.11878,0.036194
30.07071,-0.009844
30.02263,-0.138178
29.97455,-0.220811
29.92647,-0.275566
29.87839,-0.320218
29.83032,-0.166536
29.78224,0.123829
29.73416,0.23235
29.68608,0.16747
29.638,0.060639
29.58993,0.032485
29.54185,0.100233
29.49377,0.083532
29.44569,-0.039275
29.39761,-0.019496
29.34954,0.127295
29.30146,0.127707
29.25338,0.077382
29.2053,0.095903
29.15722,0.011344
29.10915,-0.054401
29.06107,-0.076398
29.01299,-0.078655
28.96491,0.028436
28.91683,-0.004795
28.86876,-0.042664
28.82068,-0.113481
28.7726,-0.361896
28.72452,-0.250913
28.67644,0.061843
28.62837,0.126424
28.58029,0.094164
28.53221,0.020016
28.48413,-0.045662
28.43605,-0.036258
28.38798,-0.103865
28.3399,-0.22767
28.29182,-0.155152
28.24374,0.055573
28.19566,-0.005271
28.14759,-0.117665
28.09951,0.01851
28.05143,0.095666
28.00335,0.191734
27.95527,0.278272
27.9072,0.113178
27.85912,-0.034126
27.81104,0.11332
27.76296,0.237895
27.71488,0.043654
27.66681,-0.032875
27.61873,0.055966
27.57065,-0.084291
27.52257,-0.204919
27.4745,-0.300993
27.42642,-0.438638
27.37834,-0.338383
27.33026,-0.090301
27.28218,0.039923
27.2341,0.066992
27.18603,0.159914
27.13795,0.020057
27.08987,-0.243186
27.04179,-0.135469
26.99372,0.024732
26.94564,0.025447
26.89756,0.06222
26.84948,-0.07812
26.8014,-0.25641
26.75333,-0.13076
26.70525,0.030813
26.65717,0.031168
26.60909,-0.012392
26.56101,-0.007138
26.51293,-0.055811
26.46486,-0.075009
26.41678,0.021762
26.3687,0.180609
26.32062,0.117429
26.27255,-0.190575
26.22447,-0.175109
26.17639,0.05544
26.12831,0.079261
26.08023,-0.071914
26.03215,-0.057953
25.98408,0.10257
25.936,0.144346
25.88792,0.063159
25.83984,-0.086603
25.79177,-0.201117
25.74369,-0.173631
25.69561,-0.18775
25.64753,-0.351484
25.59945,-0.312088
25.55138,-0.14112
25.5033,-0.005258
25.45522,0.06401
25.40714,0.069379
25.35906,0.129956
25.31098,0.031468
25.26291,-0.062025
25.21483,-0.025454
25.16675,-0.004975
25.11867,0.173045
25.0706,0.182912
25.02252,-0.09127
24.97444,-0.262962
24.92636,-0.273016
24.87828,-0.071705
24.8302,0.061837
24.78213,-0.00278
24.73405,-0.076514
24.68597,-0.196139
24.63789,-0.20357
24.58982,-0.061535
24.54174,0.011301
24.49366,-0.02983
24.44558,-0.050168
24.3975,-0.017845
24.34943,-0.008454
24.30135,-0.056627
24.25327,-0.049604
24.20519,-0.074667
24.15711,-0.231006
24.10904,-0.152386
24.06096,0.005644
24.01288,-0.046008
23.9648,0.03267
23.91672,0.177951
23.86865,0.162278
23.82057,0.082685
23.77249,0.013338
23.72441,-0.079248
23.67633,-0.152705
23.62826,-0.040017
23.58018,0.090383
23.5321,0.123341
23.48402,-0.052516
23.43594,-0.331226
23.38787,-0.34874
23.33979,-0.193162
23.29171,0.00837
23.24363,0.184909
23.19555,0.203347
23.14748,0.061553
23.0994,0.091652
23.05132,0.185872
23.00324,0.025158
22.95516,-0.069633
22.90709,0.014406
22.85901,0.026398
22.81093,-0.062074
22.76285,0.020135
22.71477,0.17124
22.6667,0.1139
22.61862,0.039354
22.57054,0.101212
22.52246,0.140685
22.47438,0.068957
22.42631,0.063214
22.37823,0.103165
22.33015,0.019387
22.28207,-0.097894
22.23399,-0.031884
22.18592,0.121518
22.13784,0.085657
22.08976,-0.127165
22.04168,-0.226498
21.9936,-0.143729
21.94553,-0.105869
21.89745,-0.008623
21.84937,0.046017
21.80129,-0.127087
21.75321,-0.059326
21.70514,0.12943
21.65706,0.022062
21.60898,-0.012272
21.5609,0.091002
21.51282,-0.005279
21.46475,-0.181266
21.41667,-0.084169
21.36859,0.021353
21.32051,-0.116381
21.27244,-0.047943
21.22436,0.055248
21.17628,-0.117188
21.1282,-0.103902
21.08012,-0.027717
21.03205,-0.172076
20.98397,-0.190386
20.93589,-0.08881
20.88781,-0.149564
20.83973,-0.068792
20.79165,0.174878
20.74358,0.188252
20.6955,0.152402
20.64742,0.016876
20.59934,-0.184906
20.55127,-0.158523
20.50319,-0.013823
20.45511,0.084627
20.40703,0.113598
20.35895,0.235544
20.31087,0.314623
20.2628,0.103778
20.21472,-0.133959
20.16664,-0.165628
20.11856,-0.150434
20.07049,-0.213102
20.02241,-0.185315
19.97433,-0.052818
19.92625,-0.057049
19.87817,-0.11267
19.8301,-0.023877
19.78202,-0.014308
19.73394,0.034294
19.68586,0.135034
19.63778,-0.100753
19.5897,-0.247586
19.54163,-0.242857
19.49355,-0.292181
19.44547,-0.065806
19.39739,0.169543
19.34932,0.150405
19.30124,0.161901
19.25316,0.205451
19.20508,0.149968
19.157,0.089024
19.10892,0.083504
19.06085,0.184028
19.01277,0.359564
18.96469,0.347673
18.91661,0.114618
18.86854,-0.05525
18.82046,-0.098024
18.77238,-0.056771
18.7243,0.047471
18.67622,0.037876
18.62814,-0.074352
18.58007,-0.031407
18.53199,0.14625
18.48391,0.104768
18.43583,-0.024066
18.38775,0.051463
18.33968,0.077254
18.2916,0.004855
18.24352,-0.025215
18.19544,0.007941
18.14737,-0.000438
18.09929,-0.107489
18.05121,-0.101429
18.00313,0.011323
17.95505,-0.048493
17.90698,-0.168685
17.8589,-0.050529
17.81082,-0.026372
17.76274,-0.096286
17.71466,0.066219
17.66659,0.131978
17.61851,-0.042494
17.57043,-0.248399
17.52235,-0.201161
17.47427,0.011634
17.4262,0.067754
17.37812,0.0897
17.33004,0.171811
17.28196,0.07593
17.23388,-0.129306
17.18581,-0.197812
17.13773,-0.284666
17.08965,-0.324581
17.04157,-0.172034
16.99349,0.044841
16.94542,0.074063
16.89734,-0.089383
16.84926,-0.092592
16.80118,0.046757
16.7531,0.02098
16.70503,-0.121492
16.65695,-0.136594
16.60887,-0.071892
16.56079,0.034116
16.51271,0.139548
16.46464,0.162178
16.41656,0.168261
16.36848,0.10068
16.3204,0.099867
16.27232,0.290885
16.22425,0.351523
16.17617,0.221712
16.12809,0.16801
16.08001,0.044494
16.03193,-0.170078
15.98386,-0.114631
15.93578,0.097015
15.8877,0.108416
15.83962,0.025792
15.79154,0.098238
15.74347,0.122907
15.69539,0.109263
15.64731,0.109743
15.59923,0.061312
15.55115,0.156019
15.50308,0.066349
15.455,-0.113308
15.40692,-0.108268
15.35884,-0.169584
15.31076,-0.04989
15.26269,0.105687
15.21461,-0.003408
15.16653,-0.064373
15.11845,-0.049286
15.07038,-0.056848
15.0223,0.043166
14.97422,0.301074
14.92614,0.375971
